"X","m0id","m1id","m2id","m3id","spid","aeid","logc","resp","cndx","wllt","apid","rowi","coli","repi","chmn"
351899,506883496,582768771,552021618,631902321,"EPAPLT0018J17",2387,-2.30102999566398,-0.739195778546774,1,"t","Repeat2 Agonist Plate1-10",10,17,2,"Procymidone"
351926,506883920,582769203,552021186,631902753,"EPAPLT0018K19",2387,1.47712125471966,1.1295115333695,9,"t","Repeat2 Agonist Plate1-02",11,19,2,"Trifluralin"
351957,506884431,582769699,552020690,631903249,"EPAPLT0018M04",2387,-1.30102999566398,70.117477063298,3,"t","Repeat2 Agonist Plate1-08",13,4,1,"4-Androstene-3,17-dione"
351971,506884640,582769923,552020466,631903473,"EPAPLT0018M15",2387,1.47712125471966,0.87034127675067,9,"t","Repeat2 Agonist Plate1-02",13,15,2,"p,p'-DDD"
351981,506884800,582770083,552020306,631903633,"EPAPLT0018N03",2387,1.47712125471966,2.25585638817216,9,"t","Repeat2 Agonist Plate1-02",14,3,2,"Diethylstilbestrol"
351987,506884911,582770179,552020210,631903729,"EPAPLT0018N08",2387,-1.30102999566398,38.1277659664375,3,"t","Repeat2 Agonist Plate1-08",14,8,1,"17alpha-Estradiol"
352007,506885231,582770499,552019890,631904049,"EPAPLT0018O04",2387,-1.30102999566398,-1.18777567048604,3,"t","Repeat2 Agonist Plate1-08",15,4,1,"Flutamide"
352037,506885711,582770979,552019410,631904529,"EPAPLT0018P08",2387,-1.30102999566398,-2.62187648419234,3,"t","Repeat2 Agonist Plate1-08",16,8,1,"4-(1,1,3,3-Tetramethylbutyl)phenol"
352067,506886191,582771459,552018930,631905009,"EPAPLT0019A12",2387,-1.30102999566398,-1.03638000274098,3,"t","Agonist Plate2-08",1,12,1,"Oxamyl"
352083,506886443,582771715,552018674,631905265,"EPAPLT0019B05",2387,0.602059991327962,2.80520359390049,7,"t","Agonist Plate2-04",2,5,1,"Metolachlor"
352084,506886456,582771731,552018658,631905281,"EPAPLT0019B05",2387,-2.30102999566398,-1.03350742545255,1,"t","Agonist Plate2-10",2,5,2,"Metolachlor"
352105,506886788,582772067,552018322,631905617,"EPAPLT0019B22",2387,-1,7.03867657466314,5,"t","Agonist Plate2-06",2,22,2,"Anastrozole"
352135,506887268,582772547,552017842,631906097,"EPAPLT0019D06",2387,-0.397940008672038,-2.40770919221388,5,"t","Agonist Plate2-06",4,6,2,"Folpet"
352195,506888228,582773507,552016882,631907057,"EPAPLT0019F14",2387,-0.397940008672038,-3.48954925559575,5,"t","Agonist Plate2-06",6,14,2,"4,4'-Sulfonyldiphenol"
352290,506889748,582775027,552015362,631908577,"EPAPLT0019J10",2387,-0.397940008672038,-1.92840146025685,5,"t","Agonist Plate2-06",10,10,2,"Malathion"
352305,506889988,582775267,552015122,631908817,"EPAPLT0019J22",2387,-0.397940008672038,-2.2245422765565,5,"t","Agonist Plate2-06",10,22,2,"Phenothrin"
352331,506890400,582775683,552014706,631909233,"EPAPLT0019L03",2387,1.47712125471966,-7.72880737108008,9,"t","Agonist Plate2-02",12,3,2,"Kaempferol"
352358,506890843,582776115,552014274,631909665,"EPAPLT0019M05",2387,0.602059991327962,0.893815426696664,7,"t","Agonist Plate2-04",13,5,1,"Estrone"
352359,506890856,582776131,552014258,631909681,"EPAPLT0019M05",2387,-2.30102999566398,8.0370121962245,1,"t","Agonist Plate2-10",13,5,2,"Estrone"
352398,506891483,582776755,552013634,631910305,"EPAPLT0019N17",2387,0.602059991327962,-3.8511868757221,7,"t","Agonist Plate2-04",14,17,1,"Deltamethrin"
352399,506891496,582776771,552013618,631910321,"EPAPLT0019N17",2387,-2.30102999566398,7.64234277500307,1,"t","Agonist Plate2-10",14,17,2,"Deltamethrin"
352428,506891963,582777235,552013154,631910785,"EPAPLT0019O21",2387,0.602059991327962,1.28190137168435,7,"t","Agonist Plate2-04",15,21,1,"Tetramethrin"
352429,506891976,582777251,552013138,631910801,"EPAPLT0019O21",2387,-2.30102999566398,-0.342138455522688,1,"t","Agonist Plate2-10",15,21,2,"Tetramethrin"
352453,506892363,582777635,552012754,631911185,"EPAPLT0019P21",2387,0.602059991327962,3.40313535738245,7,"t","Agonist Plate2-04",16,21,1,"Carbendazim"
352454,506892376,582777651,552012738,631911201,"EPAPLT0019P21",2387,-2.30102999566398,-0.98530147443202,1,"t","Agonist Plate2-10",16,21,2,"Carbendazim"
352461,506892480,582777763,552012626,631911313,"EPAPLT0020A07",2387,1.47712125471966,51.2131288400788,9,"t","Agonist Plate3-02",1,7,2,"Bisphenol AF"
352485,506892868,582778147,552012242,631911697,"EPAPLT0020B06",2387,-0.397940008672038,3.54059397621063,5,"t","Agonist Plate3-06",2,6,2,"Metalaxyl"
352516,506893360,582778643,552011746,631912193,"EPAPLT0020C11",2387,1.47712125471966,26.2276672893075,9,"t","Agonist Plate3-02",3,11,2,"Chlorothalonil"
352517,506893391,582778659,552011730,631912209,"EPAPLT0020C12",2387,-1.30102999566398,-1.94294428853531,3,"t","Agonist Plate3-08",3,12,1,"2,2',4,4'-Tetrahydroxybenzophenone"
352518,506893403,582778675,552011714,631912225,"EPAPLT0020C13",2387,0.602059991327962,40.240091021838,7,"t","Agonist Plate3-04",3,13,1,"Cyproterone acetate"
352519,506893416,582778691,552011698,631912241,"EPAPLT0020C13",2387,-2.30102999566398,34.7567670237119,1,"t","Agonist Plate3-10",3,13,2,"Cyproterone acetate"
352521,506893440,582778723,552011666,631912273,"EPAPLT0020C15",2387,1.47712125471966,14.0993604892904,9,"t","Agonist Plate3-02",3,15,2,"Mifepristone"
352526,506893520,582778803,552011586,631912353,"EPAPLT0020C19",2387,1.47712125471966,-4.42495193787525,9,"t","Agonist Plate3-02",3,19,2,"Chlorpyrifos"
352537,506893711,582778979,552011410,631912529,"EPAPLT0020D08",2387,-1.30102999566398,-2.94210399260479,3,"t","Agonist Plate3-08",4,8,1,"Dipentyl phthalate"
352552,506893951,582779219,552011170,631912769,"EPAPLT0020D20",2387,-1.30102999566398,1.93011126198526,3,"t","Agonist Plate3-08",4,20,1,"Propyzamide"
352628,506895163,582780435,552009954,631913985,"EPAPLT0020G21",2387,0.602059991327962,2.70591390730191,7,"t","Agonist Plate3-04",7,21,1,"Chlorpyrifos-methyl"
352629,506895176,582780451,552009938,631914001,"EPAPLT0020G21",2387,-2.30102999566398,-7.43366790756635,1,"t","Agonist Plate3-10",7,21,2,"Chlorpyrifos-methyl"
352653,506895563,582780835,552009554,631914385,"EPAPLT0020H21",2387,0.602059991327962,-1.03337316569049,7,"t","Agonist Plate3-04",8,21,1,"Equilin"
352654,506895576,582780851,552009538,631914401,"EPAPLT0020H21",2387,-2.30102999566398,-4.56165144164322,1,"t","Agonist Plate3-10",8,21,2,"Equilin"
352678,506895963,582781235,552009154,631914785,"EPAPLT0020I21",2387,0.602059991327962,5.00979348944834,7,"t","Agonist Plate3-04",9,21,1,"p,p'-DDE"
352679,506895976,582781251,552009138,631914801,"EPAPLT0020I21",2387,-2.30102999566398,1.73829390506407,1,"t","Agonist Plate3-10",9,21,2,"p,p'-DDE"
352697,506896271,582781539,552008850,631915089,"EPAPLT0020J16",2387,-1.30102999566398,22.5458459984417,3,"t","Agonist Plate3-08",10,16,1,"Spironolactone"
352713,506896523,582781795,552008594,631915345,"EPAPLT0020K09",2387,0.602059991327962,-0.256471451341634,7,"t","Agonist Plate3-04",11,9,1,"Octamethylcyclotetrasiloxane"
352714,506896536,582781811,552008578,631915361,"EPAPLT0020K09",2387,-2.30102999566398,-2.20626612305686,1,"t","Agonist Plate3-10",11,9,2,"Octamethylcyclotetrasiloxane"
352721,506896640,582781923,552008466,631915473,"EPAPLT0020K15",2387,1.47712125471966,-4.67261659891826,9,"t","Agonist Plate3-02",11,15,2,"o,p'-DDT"
352735,506896868,582782147,552008242,631915697,"EPAPLT0020L06",2387,-0.397940008672038,2.17783335471719,5,"t","Agonist Plate3-06",12,6,2,"4-(2-Methylbutan-2-yl)phenol"
352808,506898043,582783315,552007074,631916865,"EPAPLT0020O05",2387,0.602059991327962,80.683832919833,7,"t","Agonist Plate3-04",15,5,1,"Norethindrone"
352809,506898056,582783331,552007058,631916881,"EPAPLT0020O05",2387,-2.30102999566398,65.906961634975,1,"t","Agonist Plate3-10",15,5,2,"Norethindrone"
352818,506898203,582783475,552006914,631917025,"EPAPLT0020O13",2387,0.602059991327962,-2.99017458252838,7,"t","Agonist Plate3-04",15,13,1,"Tebuconazole"
352819,506898216,582783491,552006898,631917041,"EPAPLT0020O13",2387,-2.30102999566398,-1.51622687701654,1,"t","Agonist Plate3-10",15,13,2,"Tebuconazole"
352825,506898308,582783587,552006802,631917137,"EPAPLT0020O18",2387,-0.397940008672038,-1.70187191033212,5,"t","Agonist Plate3-06",15,18,2,"Raloxifene hydrochloride"
352835,506898468,582783747,552006642,631917297,"EPAPLT0020P06",2387,-0.397940008672038,3.91145810422191,5,"t","Agonist Plate3-06",16,6,2,"Bis(2-ethylhexyl)hexanedioate"
352850,506898708,582783987,552006402,631917537,"EPAPLT0020P18",2387,-0.698970004336019,1.66878288381226,5,"t","Agonist Plate3-06",16,18,2,"Pentachlorophenol"
352886,506899280,582784563,552005826,631918113,"EPAPLT0021B07",2387,1.47712125471966,10.1898569881461,9,"t","Agonist Plate4-02",2,7,2,"Abamectin"
352956,506900400,582785683,552004706,631919233,"EPAPLT0021E03",2387,-1.52287874528034,97.8937200824217,9,"t","Agonist Plate4-02",5,3,2,"17beta-Trenbolone"
353007,506901231,582786499,552003890,631920049,"EPAPLT0021G04",2387,-1.30102999566398,4.73325976858297,3,"t","Agonist Plate4-08",7,4,1,"Fenthion"
353053,506901963,582787235,552003154,631920785,"EPAPLT0021H21",2387,0.602059991327962,-3.10668465123993,7,"t","Agonist Plate4-04",8,21,1,"Diethyl phthalate"
353054,506901976,582787251,552003138,631920801,"EPAPLT0021H21",2387,-2.30102999566398,-5.10404471365825,1,"t","Agonist Plate4-10",8,21,2,"Diethyl phthalate"
353056,506902000,582787283,552003106,631920833,"EPAPLT0021I03",2387,1.47712125471966,9.09344173300873,9,"t","Agonist Plate4-02",9,3,2,"4-Dodecylphenol"
353083,506902443,582787715,552002674,631921265,"EPAPLT0021J05",2387,0.602059991327962,3.97990766071738,7,"t","Agonist Plate4-04",10,5,1,"Norflurazon"
353084,506902456,582787731,552002658,631921281,"EPAPLT0021J05",2387,-2.30102999566398,-7.31091103003737,1,"t","Agonist Plate4-10",10,5,2,"Norflurazon"
353180,506903988,582789267,552001122,631922817,"EPAPLT0021M22",2387,-0.397940008672038,-6.02238785235634,5,"t","Agonist Plate4-06",13,22,2,"Metribuzin"
353187,506904111,582789379,552001010,631922929,"EPAPLT0021N08",2387,-1.30102999566398,4.43041787418094,3,"t","Agonist Plate4-08",14,8,1,"Mestranol"
353263,506905323,582790595,551999794,631924145,"EPAPLT0022A09",2387,0.602059991327962,4.28890633481814,7,"t","Agonist Plate5-04",1,9,1,"Amitrole"
353264,506905336,582790611,551999778,631924161,"EPAPLT0022A09",2387,-2.30102999566398,-2.02110994579818,1,"t","Agonist Plate5-10",1,9,2,"Amitrole"
353297,506905872,582791139,551999250,631924689,"EPAPLT0022B16",2387,-1,2.15699563627531,4,"t","Agonist Plate5-07",2,16,1,"2,4-Dinitrophenol"
353301,506905936,582791203,551999186,631924753,"EPAPLT0022B19",2387,-1.69897000433602,0.658045555775201,2,"t","Agonist Plate5-09",2,19,1,"Dicyclohexyl phthalate"
353303,506905960,582791235,551999154,631924785,"EPAPLT0022B21",2387,2,23.8424856803764,10,"t","Agonist Plate5-01",2,21,1,"p,p'-DDE"
353304,506905973,582791251,551999138,631924801,"EPAPLT0022B21",2387,-1,-1.6422210036597,4,"t","Agonist Plate5-07",2,21,2,"p,p'-DDE"
353326,506906334,582791603,551998786,631925153,"EPAPLT0022C19",2387,-1,0.0567298917199025,4,"t","Agonist Plate5-07",3,19,1,"4-Hydroxybenzoic acid"
353340,506906543,582791827,551998562,631925377,"EPAPLT0022D10",2387,2,-4.50467922864422,10,"t","Agonist Plate5-01",4,10,2,"Apigenin"
353352,506906744,582792019,551998370,631925569,"EPAPLT0022D20",2387,2,-4.4787017854929,10,"t","Agonist Plate5-01",4,20,1,"Vinclozolin"
353353,506906757,582792035,551998354,631925585,"EPAPLT0022D20",2387,-1,-2.16197224662756,4,"t","Agonist Plate5-07",4,20,2,"Vinclozolin"
353398,506907477,582792755,551997634,631926305,"EPAPLT0022F16",2387,0,-0.437003708605898,6,"t","Agonist Plate5-05",6,16,2,"Triadimefon"
353493,506909008,582794275,551996114,631927825,"EPAPLT0022J12",2387,-1.69897000433602,-3.36022297982494,2,"t","Agonist Plate5-09",10,12,1,"Diazinon"
353502,506909137,582794419,551995970,631927969,"EPAPLT0022J19",2387,1,3.96424465687878,8,"t","Agonist Plate5-03",10,19,2,"Linuron"
353504,506909180,582794451,551995938,631928001,"EPAPLT0022J21",2387,-0.221848749616356,4.17509476336151,6,"t","Agonist Plate5-05",10,21,1,"Tamoxifen"
353522,506909457,582794739,551995650,631928289,"EPAPLT0022K15",2387,1,-0.763272742561228,8,"t","Agonist Plate5-03",11,15,2,"Pentachloronitrobenzene"
353523,506909488,582794755,551995634,631928305,"EPAPLT0022K16",2387,-4.69897000433602,0.548057817204061,2,"t","Agonist Plate5-09",11,16,1,"17alpha-Ethinylestradiol"
353528,506909568,582794835,551995554,631928385,"EPAPLT0022K20",2387,-1.69897000433602,7.25350487463472,2,"t","Agonist Plate5-09",11,20,1,"Dihexyl phthalate"
353533,506909648,582794915,551995474,631928465,"EPAPLT0022L04",2387,-1.69897000433602,-4.36736022267857,2,"t","Agonist Plate5-09",12,4,1,"Octylbicycloheptenedicarboximide"
353569,506910220,582795491,551994898,631929041,"EPAPLT0022M13",2387,0,-0.379915318313151,6,"t","Agonist Plate5-05",13,13,1,"Finasteride"
353575,506910312,582795587,551994802,631929137,"EPAPLT0022M18",2387,2,3.99410996801519,10,"t","Agonist Plate5-01",13,18,1,"Bifenthrin"
353576,506910325,582795603,551994786,631929153,"EPAPLT0022M18",2387,-1,-1.18674874940877,4,"t","Agonist Plate5-07",13,18,2,"Bifenthrin"
353580,506910392,582795667,551994722,631929217,"EPAPLT0022M22",2387,2,-0.906321733163334,10,"t","Agonist Plate5-01",13,22,1,"Ethoprop"
353581,506910405,582795683,551994706,631929233,"EPAPLT0022M22",2387,-1,-5.2390094370546,4,"t","Agonist Plate5-07",13,22,2,"Ethoprop"
353642,506911377,582796659,551993730,631930209,"EPAPLT0022P11",2387,1,-0.932527881197519,8,"t","Agonist Plate5-03",16,11,2,"Linuron"
353650,506911512,582796787,551993602,631930337,"EPAPLT0022P18",2387,2,-2.48433552869359,10,"t","Agonist Plate5-01",16,18,1,"Cyfluthrin"
353651,506911525,582796803,551993586,631930353,"EPAPLT0022P18",2387,-1,1.39019010468327,4,"t","Agonist Plate5-07",16,18,2,"Cyfluthrin"
353655,506911592,582796867,551993522,631930417,"EPAPLT0022P22",2387,2,3.87200923878964,10,"t","Agonist Plate5-01",16,22,1,"Vinclozolin"
353656,506911605,582796883,551993506,631930433,"EPAPLT0022P22",2387,-1,3.12978480349492,4,"t","Agonist Plate5-07",16,22,2,"Vinclozolin"
353658,506911648,582796915,551993474,631930465,"EPAPLT0023A04",2387,-1.69897000433602,16.2322775479852,2,"t","Agonist Plate6-09",1,4,1,"Acephate"
353673,506911888,582797155,551993234,631930705,"EPAPLT0023A16",2387,-1.69897000433602,47.9165263097936,2,"t","Agonist Plate6-09",1,16,1,"17beta-Estradiol"
353743,506913008,582798275,551992114,631931825,"EPAPLT0023D12",2387,-1.69897000433602,-9.24386422843686,2,"t","Agonist Plate6-09",4,12,1,"Benomyl"
353748,506913088,582798355,551992034,631931905,"EPAPLT0023D16",2387,-1.69897000433602,-24.9500186587149,2,"t","Agonist Plate6-09",4,16,1,"Propiconazole"
353788,506913728,582798995,551991394,631932545,"EPAPLT0023F08",2387,-1.69897000433602,-14.851124512157,2,"t","Agonist Plate6-09",6,8,1,"4-Nonylphenol"
353798,506913888,582799155,551991234,631932705,"EPAPLT0023F16",2387,-1.69897000433602,-5.86569487166005,2,"t","Agonist Plate6-09",6,16,1,"Bisphenol B"
353812,506914097,582799379,551991010,631932929,"EPAPLT0023G07",2387,1,-7.47493216514802,8,"t","Agonist Plate6-03",7,7,2,"Benfluralin"
353839,506914540,582799811,551990578,631933361,"EPAPLT0023H09",2387,0,49.0514721647204,6,"t","Agonist Plate6-05",8,9,1,"Prochloraz"
353872,506915057,582800339,551990050,631933889,"EPAPLT0023I15",2387,1,-1.61182013977611,8,"t","Agonist Plate6-03",9,15,2,"Bisphenol A"
353877,506915137,582800419,551989970,631933969,"EPAPLT0023I19",2387,1,109.051896389475,8,"t","Agonist Plate6-03",9,19,2,"Levonorgestrel"
353884,506915260,582800531,551989858,631934081,"EPAPLT0023J05",2387,0,8.77333825376448,6,"t","Agonist Plate6-05",10,5,1,"Permethrin"
353895,506915432,582800707,551989682,631934257,"EPAPLT0023J14",2387,2,27.4977918285557,10,"t","Agonist Plate6-01",10,14,1,"Z-Tetrachlorvinphos"
353896,506915445,582800723,551989666,631934273,"EPAPLT0023J14",2387,-1,14.7849908151003,4,"t","Agonist Plate6-07",10,14,2,"Z-Tetrachlorvinphos"
353899,506915500,582800771,551989618,631934321,"EPAPLT0023J17",2387,0,-11.8975253045707,6,"t","Agonist Plate6-05",10,17,1,"Simazine"
353919,506915820,582801091,551989298,631934641,"EPAPLT0023K13",2387,-0.221848749616356,21.7447228451544,6,"t","Agonist Plate6-05",11,13,1,"Fulvestrant"
353937,506916097,582801379,551989010,631934929,"EPAPLT0023L07",2387,1,-8.8585692504971,8,"t","Agonist Plate6-03",12,7,2,"Carbofuran"
353948,506916288,582801555,551988834,631935105,"EPAPLT0023L16",2387,-1.69897000433602,-15.9206010016734,2,"t","Agonist Plate6-09",12,16,1,"Esfenvalerate"
353949,506916300,582801571,551988818,631935121,"EPAPLT0023L17",2387,0,5.14007246846991,6,"t","Agonist Plate6-05",12,17,1,"Flutolanil"
353958,506916448,582801715,551988674,631935265,"EPAPLT0023M04",2387,-1.69897000433602,10.6107444859786,2,"t","Agonist Plate6-09",13,4,1,"Propargite"
354017,506917377,582802659,551987730,631936209,"EPAPLT0023O11",2387,1,8.89543583429554,8,"t","Agonist Plate6-03",15,11,2,"Cypermethrin"
354040,506917752,582803027,551987362,631936577,"EPAPLT0023P10",2387,2,230.938492914359,10,"t","Agonist Plate6-01",16,10,1,"4-Cumylphenol"
354041,506917765,582803043,551987346,631936593,"EPAPLT0023P10",2387,-1,-0.743498309022353,4,"t","Agonist Plate6-07",16,10,2,"4-Cumylphenol"
354045,506917832,582803107,551987282,631936657,"EPAPLT0023P14",2387,2,157.895492833529,10,"t","Agonist Plate6-01",16,14,1,"5alpha-Dihydrotestosterone"
354046,506917845,582803123,551987266,631936673,"EPAPLT0023P14",2387,-1,152.24861256521,4,"t","Agonist Plate6-07",16,14,2,"5alpha-Dihydrotestosterone"
354083,506918448,582803715,551986674,631937265,"EPAPLT0024B05",2387,-1.69897000433602,-2.47239365417902,2,"t","Agonist Plate7-09",2,5,1,"Ethylparaben"
354134,506919260,582804531,551985858,631938081,"EPAPLT0024D06",2387,0,1.05184306430275,6,"t","Agonist Plate7-05",4,6,1,"Phosmet"
354135,506919272,582804547,551985842,631938097,"EPAPLT0024D07",2387,2,8.59811185812344,10,"t","Agonist Plate7-01",4,7,1,"Fenitrothion"
354136,506919285,582804563,551985826,631938113,"EPAPLT0024D07",2387,-1,3.02293284584925,4,"t","Agonist Plate7-07",4,7,2,"Fenitrothion"
354283,506921648,582806915,551983474,631940465,"EPAPLT0024J05",2387,-1.69897000433602,0.3190908348306,2,"t","Agonist Plate7-09",10,5,1,"Zearalenone"
354384,506923260,582808531,551981858,631942081,"EPAPLT0024N06",2387,0,7.45201545240562,6,"t","Agonist Plate7-05",14,6,1,"Bicalutamide"
355677,506880417,582765692,552024697,631899242,"EPAPLT0018C04",2387,2,2.94652419112967,10,"t","Repeat2 Agonist Plate1-01",3,4,1,"Methoxychlor"
355678,506880433,582765700,552024689,631899250,"EPAPLT0018C04",2387,-1.69897000433602,0.0589393910269868,2,"t","Repeat2 Agonist Plate1-09",3,4,1,"Methoxychlor"
355679,506880430,582765708,552024681,631899258,"EPAPLT0018C04",2387,-1,-1.64356693398275,4,"t","Repeat2 Agonist Plate1-07",3,4,2,"Methoxychlor"
355725,506880805,582766076,552024313,631899626,"EPAPLT0018D03",2387,0,81.4161642449157,6,"t","Repeat2 Agonist Plate1-05",4,3,1,"Testosterone propionate"
355726,506880802,582766084,552024305,631899634,"EPAPLT0018D03",2387,1,94.8807295833189,8,"t","Repeat2 Agonist Plate1-03",4,3,2,"Testosterone propionate"
355772,506881177,582766452,552023937,631900002,"EPAPLT0018D22",2387,2,2.0617759913694,10,"t","Repeat2 Agonist Plate1-01",4,22,1,"Fenarimol"
355773,506881193,582766460,552023929,631900010,"EPAPLT0018D22",2387,-1.69897000433602,-2.14110523894985,2,"t","Repeat2 Agonist Plate1-09",4,22,1,"Fenarimol"
355774,506881190,582766468,552023921,631900018,"EPAPLT0018D22",2387,-1,1.77059097865126,4,"t","Repeat2 Agonist Plate1-07",4,22,2,"Fenarimol"
355777,506881217,582766492,552023897,631900042,"EPAPLT0018E04",2387,2,1.93097582136454,10,"t","Repeat2 Agonist Plate1-01",5,4,1,"Genistein"
355778,506881233,582766500,552023889,631900050,"EPAPLT0018E04",2387,-1.69897000433602,-1.76302470566874,2,"t","Repeat2 Agonist Plate1-09",5,4,1,"Genistein"
355779,506881230,582766508,552023881,631900058,"EPAPLT0018E04",2387,-1,0.0911377102340604,4,"t","Repeat2 Agonist Plate1-07",5,4,2,"Genistein"
355867,506881937,582767212,552023177,631900762,"EPAPLT0018F20",2387,2,116.398348470556,10,"t","Repeat2 Agonist Plate1-01",6,20,1,"17-Methyltestosterone"
355868,506881953,582767220,552023169,631900770,"EPAPLT0018F20",2387,-1.69897000433602,78.3448183541959,2,"t","Repeat2 Agonist Plate1-09",6,20,1,"17-Methyltestosterone"
355869,506881950,582767228,552023161,631900778,"EPAPLT0018F20",2387,-1,82.6699622669551,4,"t","Repeat2 Agonist Plate1-07",6,20,2,"17-Methyltestosterone"
355872,506881977,582767252,552023137,631900802,"EPAPLT0018F22",2387,2,38.9493476713824,10,"t","Repeat2 Agonist Plate1-01",6,22,1,"Corticosterone"
355873,506881993,582767260,552023129,631900810,"EPAPLT0018F22",2387,-1.69897000433602,-2.93322261985628,2,"t","Repeat2 Agonist Plate1-09",6,22,1,"Corticosterone"
355874,506881990,582767268,552023121,631900818,"EPAPLT0018F22",2387,-1,0.866032461690375,4,"t","Repeat2 Agonist Plate1-07",6,22,2,"Corticosterone"
355907,506882257,582767532,552022857,631901082,"EPAPLT0018G16",2387,2,-2.71484543036657,10,"t","Repeat2 Agonist Plate1-01",7,16,1,"Methomyl"
355908,506882273,582767540,552022849,631901090,"EPAPLT0018G16",2387,-1.69897000433602,-2.55467848654214,2,"t","Repeat2 Agonist Plate1-09",7,16,1,"Methomyl"
355909,506882270,582767548,552022841,631901098,"EPAPLT0018G16",2387,-1,0.652678604632842,4,"t","Repeat2 Agonist Plate1-07",7,16,2,"Methomyl"
355975,506882805,582768076,552022313,631901626,"EPAPLT0018I03",2387,0,-0.784986586069117,6,"t","Repeat2 Agonist Plate1-05",9,3,1,"Butylparaben"
355976,506882802,582768084,552022305,631901634,"EPAPLT0018I03",2387,1,2.60990623039665,8,"t","Repeat2 Agonist Plate1-03",9,3,2,"Butylparaben"
355977,506882817,582768092,552022297,631901642,"EPAPLT0018I04",2387,2,1.22801641764046,10,"t","Repeat2 Agonist Plate1-01",9,4,1,"Atrazine"
355978,506882833,582768100,552022289,631901650,"EPAPLT0018I04",2387,-1.69897000433602,-1.70100258451276,2,"t","Repeat2 Agonist Plate1-09",9,4,1,"Atrazine"
355979,506882830,582768108,552022281,631901658,"EPAPLT0018I04",2387,-1,4.44037843537188,4,"t","Repeat2 Agonist Plate1-07",9,4,2,"Atrazine"
356025,506883205,582768476,552021913,631902026,"EPAPLT0018J03",2387,0,0.794173328833496,6,"t","Repeat2 Agonist Plate1-05",10,3,1,"2,4-Dihydroxybenzophenone"
356026,506883202,582768484,552021905,631902034,"EPAPLT0018J03",2387,1,2.17844244918302,8,"t","Repeat2 Agonist Plate1-03",10,3,2,"2,4-Dihydroxybenzophenone"
356060,506883485,582768756,552021633,631902306,"EPAPLT0018J17",2387,0,-1.26138382342941,6,"t","Repeat2 Agonist Plate1-05",10,17,1,"Procymidone"
356061,506883482,582768764,552021625,631902314,"EPAPLT0018J17",2387,1,-3.0802824252464,8,"t","Repeat2 Agonist Plate1-03",10,17,2,"Procymidone"
356115,506883925,582769196,552021193,631902746,"EPAPLT0018K19",2387,0,-1.65369073304199,6,"t","Repeat2 Agonist Plate1-05",11,19,1,"Trifluralin"
356116,506883922,582769204,552021185,631902754,"EPAPLT0018K19",2387,1,1.47871591571555,8,"t","Repeat2 Agonist Plate1-03",11,19,2,"Trifluralin"
356177,506884417,582769692,552020697,631903242,"EPAPLT0018M04",2387,2,48.9039738786643,10,"t","Repeat2 Agonist Plate1-01",13,4,1,"4-Androstene-3,17-dione"
356178,506884433,582769700,552020689,631903250,"EPAPLT0018M04",2387,-1.69897000433602,71.8797691102643,2,"t","Repeat2 Agonist Plate1-09",13,4,1,"4-Androstene-3,17-dione"
356179,506884430,582769708,552020681,631903258,"EPAPLT0018M04",2387,-1,80.9479893060702,4,"t","Repeat2 Agonist Plate1-07",13,4,2,"4-Androstene-3,17-dione"
356205,506884645,582769916,552020473,631903466,"EPAPLT0018M15",2387,0,-0.578080253175128,6,"t","Repeat2 Agonist Plate1-05",13,15,1,"p,p'-DDD"
356206,506884642,582769924,552020465,631903474,"EPAPLT0018M15",2387,1,1.52405234614794,8,"t","Repeat2 Agonist Plate1-03",13,15,2,"p,p'-DDD"
356225,506884805,582770076,552020313,631903626,"EPAPLT0018N03",2387,0,1.18401419583318,6,"t","Repeat2 Agonist Plate1-05",14,3,1,"Diethylstilbestrol"
356226,506884802,582770084,552020305,631903634,"EPAPLT0018N03",2387,1,-2.83985099394077,8,"t","Repeat2 Agonist Plate1-03",14,3,2,"Diethylstilbestrol"
356237,506884897,582770172,552020217,631903722,"EPAPLT0018N08",2387,2,53.1776178462621,10,"t","Repeat2 Agonist Plate1-01",14,8,1,"17alpha-Estradiol"
356238,506884913,582770180,552020209,631903730,"EPAPLT0018N08",2387,-1.69897000433602,32.3890403854118,2,"t","Repeat2 Agonist Plate1-09",14,8,1,"17alpha-Estradiol"
356239,506884910,582770188,552020201,631903738,"EPAPLT0018N08",2387,-1,53.2542382154999,4,"t","Repeat2 Agonist Plate1-07",14,8,2,"17alpha-Estradiol"
356277,506885217,582770492,552019897,631904042,"EPAPLT0018O04",2387,2,3.59817777002059,10,"t","Repeat2 Agonist Plate1-01",15,4,1,"Flutamide"
356278,506885233,582770500,552019889,631904050,"EPAPLT0018O04",2387,-1.69897000433602,1.34545189235343,2,"t","Repeat2 Agonist Plate1-09",15,4,1,"Flutamide"
356279,506885230,582770508,552019881,631904058,"EPAPLT0018O04",2387,-1,-0.141431403678859,4,"t","Repeat2 Agonist Plate1-07",15,4,2,"Flutamide"
356337,506885697,582770972,552019417,631904522,"EPAPLT0018P08",2387,2,99.0303638138511,10,"t","Repeat2 Agonist Plate1-01",16,8,1,"4-(1,1,3,3-Tetramethylbutyl)phenol"
356338,506885713,582770980,552019409,631904530,"EPAPLT0018P08",2387,-1.69897000433602,1.3441459688767,2,"t","Repeat2 Agonist Plate1-09",16,8,1,"4-(1,1,3,3-Tetramethylbutyl)phenol"
